InstanceID,ProtoSurveyID,SHELL_START_DATE,SHELL_START_TIME,SHELL_COUNTRY,SHELL_LANGUAGE,SHELL_RECORDING_CONFIRMATION,SHELL_GENDER,SHELL_AGE,SHELL_AGE.SHELL_AGE_Age,SHELL_AGE_RECODED,QCenter,TOI,Qplace,RQ1._1,RQ1._2,RQ1._3,RQ1._4,RQ1._4._C_4,RQ2,DEM1,DEM1._C_1,DEM1PostCode,DEM2,DEM3,DEM3._C_7,DEM4a,DEM4b,DEM5a,DEM5a._C_15,DEM5b,DEM6,QSEC,Q1._1,Q1._2,Q1._3,Q1._4,Q1._5,Q1._6,Q2,Q2._C_1,Q3._1,Q3._2,Q3._3,Q3._4,Q3._5,Q3._6,Q3._7,Q4Loop@_1.Q4,Q4Loop@_2.Q4,Q4Loop@_3.Q4,Q4Loop@_4.Q4,Q4Loop@_5.Q4,Q4Loop@_6.Q4,Q5Loop@_1.Q5,Q5Loop@_2.Q5,Q5Loop@_3.Q5,Q5Loop@_4.Q5,Q5Loop@_5.Q5,Q5Loop@_6.Q5,Q5Loop@_7.Q5,Q6Loop@_1.Q6._1,Q6Loop@_1.Q6._2,Q6Loop@_1.Q6._3,Q6Loop@_1.Q6._4,Q6Loop@_1.Q6._5,Q6Loop@_1.Q6._6,Q6Loop@_2.Q6._1,Q6Loop@_2.Q6._2,Q6Loop@_2.Q6._3,Q6Loop@_2.Q6._4,Q6Loop@_2.Q6._5,Q6Loop@_2.Q6._6,Q6Loop@_3.Q6._1,Q6Loop@_3.Q6._2,Q6Loop@_3.Q6._3,Q6Loop@_3.Q6._4,Q6Loop@_3.Q6._5,Q6Loop@_3.Q6._6,Q6Loop@_4.Q6._1,Q6Loop@_4.Q6._2,Q6Loop@_4.Q6._3,Q6Loop@_4.Q6._4,Q6Loop@_4.Q6._5,Q6Loop@_4.Q6._6,Q6Loop@_5.Q6._1,Q6Loop@_5.Q6._2,Q6Loop@_5.Q6._3,Q6Loop@_5.Q6._4,Q6Loop@_5.Q6._5,Q6Loop@_5.Q6._6,Q6Loop@_6.Q6._1,Q6Loop@_6.Q6._2,Q6Loop@_6.Q6._3,Q6Loop@_6.Q6._4,Q6Loop@_6.Q6._5,Q6Loop@_6.Q6._6,Q7Insert,Q7,Q8Loop@_1.Q8,Q8Loop@_2.Q8,Q8Loop@_3.Q8,Q8Loop@_4.Q8,Q8Loop@_5.Q8,Q8Loop@_6.Q8,Q8Loop@_7.Q8,Q8Loop@_8.Q8,Q9,D12,weight
40906,429,13691203200,13692034264,1,3,1,1,1,30,2,3,1,1,0,0,0,1,AyaService,2,1,30,2,1,2,,4,,3,,,6000,,0,0,1,0,0,0,1,"Muga,Chakka",1,0,0,0,0,0,0,3,2,2,2,1,1,3,2,3,4,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,1,2,1,2,1,5,4,2,1.404605
40908,429,13691289600,13692026040,1,5,1,2,1,48,4,1,1,1,0,0,0,1,Account,2,1,48,4,2,2,,6,,14,,,250000,,0,0,0,1,0,0,1,Hizada,1,0,0,0,0,0,0,2,2,2,2,1,2,3,1,4,5,3,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,2,2,2,2,3,2,2,4,2,0.859962
40927,429,13691203200,13692035658,1,5,1,2,1,49,4,1,1,1,0,0,0,1,Service,2,1,49,4,2,2,,5,,15,Housewife,,35000,,0,0,0,0,1,0,1,Kinner,0,0,1,0,0,0,0,2,2,4,2,2,2,4,2,4,4,1,2,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,2,1,2,1,1,2,2,2,0.859962
40938,429,13691289600,13692027095,1,5,1,2,1,40,3,1,1,1,0,0,0,1,Shop,2,1,40,3,2,2,,6,,14,,,20000,,0,0,1,0,0,0,1,Chakka,1,0,0,0,0,0,0,2,2,1,2,1,2,2,1,2,2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,1.003289
40939,429,13691203200,13692035690,1,3,1,1,1,62,5,3,1,1,0,0,0,1,Supervisor,2,1,62,4,1,2,,10,,10,,,12000,,0,0,0,0,1,0,1,Hizra,0,0,0,0,1,0,0,4,1,1,4,4,4,2,2,2,3,3,2,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,3,1,4,4,4,1,1,5,5,4,2,1.379523
40948,429,13691289600,13692036898,1,3,1,1,1,70,6,3,1,1,0,0,0,1,Penson holer. University librery asistant,2,1,70,4,1,2,,8,,9,,,8000,,0,0,0,1,0,0,1,Hizra,0,1,0,0,0,0,0,1,1,5,4,4,1,5,1,1,1,1,2,5,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,2,1,1,4,4,4,2,1.379523
40953,429,13691203200,13692022249,1,5,1,2,1,68,6,1,1,1,0,0,0,1,Service,2,1,68,4,2,2,,6,,15,Housewife,,40000,,0,0,0,0,0,1,1,Chakke,0,0,0,1,0,0,0,1,2,4,2,2,1,4,4,4,4,2,2,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,3,2,1,2,2,2,2,3,2,2,0.859962
40967,429,13691289600,13692038278,1,3,1,2,1,34,2,3,1,1,0,0,0,1,Home delivery business,2,1,34,2,2,5,,7,,3,,,25000,,0,0,0,1,0,0,1,Hizra,0,1,0,0,0,0,0,1,1,5,1,1,1,1,4,4,4,1,2,4,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,2,4,4,4,4,4,4,4,4,4,2,1.003289
40971,429,13691289600,13692028192,1,5,1,2,1,39,3,1,1,1,0,0,0,1,Accauntant,2,1,39,3,2,2,,10,,9,,,25000,,0,0,0,1,0,0,1,Kinnar,1,0,0,0,0,0,0,2,2,1,2,2,2,2,1,5,5,4,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,2,3,3,2,2,3,3,3,2,1.003289
40973,429,13691203200,13692023309,1,5,1,2,1,20,1,1,1,1,0,0,0,1,Service,2,1,20,1,2,7,Students,8,,13,,,30000,,0,0,0,1,0,0,1,Chhake,0,1,0,1,0,0,0,2,2,4,1,2,2,2,4,4,3,2,2,2,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,2,2,2,4,2,2,2,2,2,1.003289
40974,429,13691203200,13692037313,1,3,1,1,1,57,5,3,1,1,0,0,0,1,Business treding,2,1,57,4,1,2,,10,,3,,,10000,,0,0,0,1,0,0,1,Mog,1,0,0,0,0,0,0,1,1,4,4,4,1,1,1,4,4,2,1,4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,2,1,2,3,2,2,2,2,2,1.379523
40986,429,13691289600,13692036961,1,5,1,2,1,20,1,5,1,1,0,0,0,1,Police dipartment,2,1,20,1,2,1,,7,,4,,,28000,,0,0,0,1,0,0,1,Chhakka,0,1,0,1,0,0,0,3,2,1,1,1,2,3,2,2,4,1,2,3,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,2,2,1,1,2,1,3,2,1,1.003289
40987,429,13691289600,13692036993,1,5,1,1,1,19,1,5,1,1,0,0,0,1,Police depsrtment,2,1,19,1,1,1,,6,,3,,,4000,,0,0,0,1,1,0,1,Hijda,0,1,1,0,0,0,0,2,3,1,2,3,3,3,2,3,1,2,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,3,2,3,2,3,2,3,4,1,0.859962
40988,429,13691289600,13692036986,1,5,1,1,1,24,1,5,1,1,0,0,0,1,Bank,2,1,24,1,1,1,,9,,13,,,5000,,0,0,0,1,0,0,1,Hinjda,0,1,1,0,0,0,0,2,2,2,2,3,2,3,2,4,3,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,2,3,3,2,2,3,2,2,3,1,0.859962
40991,429,13691289600,13692029822,1,5,1,2,1,24,1,1,1,1,0,0,0,1,Shop,2,1,24,1,2,1,,10,,14,,,25000,,0,0,0,1,0,0,1,Kinar,1,0,0,0,0,0,0,2,1,2,2,1,2,2,2,4,3,2,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,2,2,1,4,4,2,1,2,1.003289
40994,429,13691030400,13692022791,1,5,1,2,1,44,3,2,1,1,0,0,0,1,Storekeeper,2,1,44,3,2,2,,5,,15,House wife,,10000,,0,0,0,1,0,0,1,Hizra,0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,4,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1.003289
40996,429,13691203200,13692026966,1,5,1,2,1,27,2,1,1,1,0,0,0,1,Service,2,1,27,2,2,7,Unmarried,9,,15,Housewife,,25000,,0,0,0,0,1,0,1,Kiinner,0,0,0,0,1,0,0,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1.003289
41023,429,13691203200,13692038238,1,5,1,2,1,27,2,1,1,1,0,0,0,1,Service,2,1,27,2,2,7,Unmarried,9,,15,Housewife,,30000,,0,0,0,0,0,1,1,Chhaka,0,1,0,0,0,0,0,1,2,2,2,2,1,2,3,4,4,2,2,2,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,1,1,2,2,2,2,2,2,2,2,1.003289
41035,429,13691203200,13692039632,1,3,1,1,1,36,3,3,1,1,0,0,0,1,RixaDriver,2,1,36,3,1,2,,5,,1,,,3000,,0,0,0,1,0,0,1,Hizra,0,1,0,0,0,0,0,4,4,1,1,1,1,2,2,3,2,2,1,5,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1.203947
41058,429,13691030400,13692027159,1,5,2,2,1,65,6,2,1,2,0,0,0,1,Accounted,2,1,65,4,2,5,,1,,14,,,10000,,0,0,0,1,0,0,1,Hizra,0,0,0,1,0,0,0,1,1,1,2,1,1,4,5,4,4,4,5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,1,2,2,1,2,1,2,0.802632
41059,429,13691203200,13692040675,1,3,1,1,1,28,2,3,1,1,0,0,0,1,SalesmanHomeAppliance,2,1,28,2,1,1,,6,,9,,,10000,,0,0,1,0,0,0,1,Chakka,0,0,0,1,0,0,0,4,4,1,4,1,1,4,1,3,1,4,1,4,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,3,2,4,4,2,2,2,4,4,1,2,1.404605
41065,429,13691289600,13692032887,1,5,1,2,1,18,1,1,1,1,0,0,0,1,Mangger,2,1,18,1,2,1,,7,,13,,,20000,,0,0,1,0,0,0,1,Kinnari,1,0,0,0,0,0,0,1,2,2,2,2,1,3,1,4,5,3,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,4,2,2,4,3,2,2,1,3,2,2,1.003289
41069,429,13691030400,13692028058,1,5,2,2,1,60,5,2,1,2,0,0,0,1,Majduri,2,1,60,4,2,5,,1,,1,,,7000,,0,0,0,1,0,0,1,Hizra,0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,2,0.802632
41085,429,13691030400,13692028517,1,5,2,2,1,60,5,2,1,2,0,0,0,1,Iron work,2,1,60,4,2,5,,1,,1,,,7000,,0,0,0,1,0,0,1,Hizra,0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,2,0.802632
41103,429,13691289600,13692042235,1,5,1,2,1,46,4,5,1,1,0,0,0,1,Police,2,1,46,4,2,5,,5,,4,,,25000,,0,0,0,1,0,0,1,Chhaka,0,1,0,1,0,0,0,2,4,4,4,4,1,1,1,2,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,3,4,4,4,1,1,2,1,4,3,1,1.003289
41105,429,13691289600,13692033400,1,5,1,1,1,36,3,1,1,1,0,0,0,1,Mangger,2,1,36,3,1,2,,10,,12,,,25000,,0,0,0,1,0,0,1,Ģye,1,0,0,0,0,0,0,1,1,1,1,1,2,5,5,5,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,2,1,2,2,2,1,1,5,2,1.003289
41116,429,13691030400,13692029251,1,5,1,2,1,46,4,2,1,2,0,0,0,1,Export Work in Thikedar,2,1,46,4,2,2,,1,,15,House Wife,,15000,,0,0,0,1,0,0,1,Chakke,0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0.802632
41128,429,13691289600,13692035419,1,5,1,2,1,46,4,1,1,1,0,0,0,1,Shop,2,1,46,4,2,2,,6,,14,,,20000,,0,0,0,1,0,0,1,Kinadi,1,0,0,0,0,0,0,1,2,2,3,1,1,3,2,5,3,3,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,2,2,1,1,2,2,3,2,0.859962
41136,429,13691030400,13692030842,1,5,2,2,1,46,4,2,1,2,0,0,0,1,Field Work,2,1,46,4,2,2,,7,,9,,,20000,,0,0,0,1,0,0,1,Hizra,0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,4,4,3,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,2,1,2,1,2,0.802632
41156,429,13691030400,13692031355,1,5,1,2,1,80,6,2,1,2,0,0,0,1,Electrition,2,1,80,4,2,5,,1,,14,,,10000,,0,0,0,1,0,0,1,Hizra,0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0.802632
41174,429,13691635200,13692021521,1,5,1,1,1,50,4,1,1,1,0,0,0,1,Fruits,2,1,50,4,1,2,,5,,3,,,20000,,0,0,0,0,0,1,1,Bhram h,1,0,0,0,0,0,0,2,2,2,2,2,1,2,1,4,2,3,3,3,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,2,1,1,2,4,4,2,4,2,2,0.877878
41175,429,13691635200,13692022852,1,5,1,1,1,55,5,1,1,1,0,0,0,1,Mechanic,2,1,55,4,1,2,,6,,2,,,22000,,0,0,0,1,0,0,1,Pap h,0,1,1,0,0,0,0,2,3,4,3,2,3,3,2,4,2,2,3,4,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,2,3,2,2,2,3,3,3,2,2,2,0.877878
41176,429,13691635200,13692023835,1,5,1,1,1,32,2,1,1,1,0,0,0,1,Sabji stal,2,1,32,2,1,2,,6,,2,,,20000,,0,0,0,0,0,1,1,No,1,0,0,0,0,0,0,2,2,2,2,2,1,2,2,4,2,4,3,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,2,3,3,2,2,2,3,2,3,2,2,1.170504
41177,429,13691635200,13692025629,1,5,1,1,1,22,1,1,1,1,0,0,0,1,Pvt job,2,1,22,1,1,1,,9,,13,,,30000,,0,0,0,1,0,0,1,Kinner,0,1,1,0,0,0,0,1,2,2,1,2,1,4,3,4,4,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2,2,2,2,3,2,2,2,2,2,1.003289
41178,429,13691635200,13692026759,1,5,1,1,1,40,3,1,1,1,0,0,0,1,Pvt comp job,2,1,40,3,1,2,,6,,9,,,30000,,0,0,0,0,0,1,2,,0,1,1,0,0,0,0,1,2,2,2,2,1,3,2,4,4,5,3,5,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,2,3,2,2,2,3,3,2,3,2,2,1.003289
41179,429,13691635200,13692027866,1,5,1,1,1,32,2,1,1,1,0,0,0,1,Pvt job,2,1,32,2,1,2,,5,,2,,,25000,,0,0,0,1,0,0,2,,1,0,0,0,0,0,0,1,2,2,2,2,1,5,2,3,2,3,5,5,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,2,3,2,1,2,2,2,2,3,3,2,1.170504
41180,429,13691635200,13692028862,1,5,1,1,1,23,1,1,1,1,0,0,0,1,Diamond work,2,1,23,1,1,1,,9,,13,,,30000,,0,0,0,1,0,0,2,,0,1,1,0,0,0,0,3,2,4,4,4,1,2,4,2,2,3,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,1,2,3,1,2,2,2,2,1.003289
41181,429,13691635200,13692030236,1,5,1,1,1,23,1,1,1,1,0,0,0,1,Garment job,2,1,23,1,1,1,,5,,2,,,25000,,0,0,0,1,0,0,2,,0,1,1,0,0,0,0,2,2,2,2,4,1,2,1,2,3,2,3,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,3,4,2,1,3,3,2,3,5,2,1.003289
41182,429,13691635200,13692031401,1,5,1,1,1,28,2,1,1,1,0,0,0,1,Tailor,2,1,28,2,1,2,,4,,2,,,25000,,0,0,0,1,0,0,2,,1,0,0,0,0,0,0,2,2,3,3,2,1,3,1,3,4,2,3,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,4,2,2,2,3,2,2,3,5,2,1.170504
41183,429,13691635200,13692032440,1,5,1,1,1,48,4,1,1,1,0,0,0,1,Service,2,1,48,4,1,2,,6,,2,,,20000,,0,0,0,0,0,1,2,,0,0,0,0,0,0,1,2,2,3,2,2,1,3,2,3,2,2,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,3,2,3,2,2,2,3,5,2,0.877878
41184,429,13691635200,13692033352,1,5,1,1,1,42,3,1,1,1,0,0,0,1,Tailor,2,1,42,3,1,2,,6,,2,,,20000,,0,0,0,1,0,0,1,Byala,1,0,0,0,0,0,0,2,1,2,2,2,1,2,1,4,2,2,3,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,2,3,3,2,1,3,2,2,3,5,2,1.003289
41199,429,13691116800,13692026149,1,5,1,2,1,46,4,2,1,2,0,0,0,1,Farmer,2,1,46,4,2,2,,1,,15,Houses  Wife,,8000,,0,0,0,1,0,0,1,Hizra,0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,4,4,5,3,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0.802632
41200,429,13691289600,13692047083,1,5,1,2,1,32,2,5,1,1,0,0,0,1,Filter,2,1,32,2,2,2,,5,,15,Housewife,,8000,,0,0,0,1,0,0,1,Chhaka,0,0,0,1,0,0,0,4,4,4,3,4,3,1,2,3,2,2,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,4,3,4,4,3,4,2,4,4,4,1,1.003289
41226,429,13691116800,13692027634,1,5,2,2,1,50,4,2,1,2,0,0,0,1,Shopkeeper,2,1,50,4,2,2,,5,,15,House Wife,,12000,,0,0,0,1,0,0,1,Hizra,0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,4,4,5,4,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,2,0.802632
41240,429,13691116800,13692028717,1,5,2,2,1,69,6,2,1,2,0,0,0,1,Room Rent,2,1,69,4,2,2,,5,,3,,,10000,,0,0,0,1,0,0,1,Hizra,0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,4,4,4,3,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0.802632
41257,429,13691116800,13692030023,1,5,2,2,1,79,6,2,1,2,0,0,0,1,Farmer,2,1,79,4,2,2,,1,,14,,,15000,,0,0,0,1,0,0,1,Hizra,0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,2,2,1,2,1,1,1,2,0.802632
41297,429,13691289600,13692027600,1,8,1,2,1,30,2,1,1,2,0,0,0,1,Auto driver,2,1,30,2,2,2,,6,,16,,,10000,,0,0,0,0,0,1,2,,0,0,0,0,1,0,0,4,4,2,4,4,4,2,5,3,1,2,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,4,4,4,3,5,5,4,4,4,4,2,1.003289
41298,429,13691289600,13692028385,1,8,1,2,1,32,2,1,1,2,0,0,0,1,Company working,2,1,32,2,2,2,,6,,14,,,8000,,0,0,0,0,0,1,2,,0,0,0,0,0,1,0,5,5,4,4,5,4,5,5,5,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,4,3,3,3,4,5,4,5,3,2,1.003289
41299,429,13691289600,13692029188,1,8,1,2,1,25,2,1,1,2,0,0,0,1,Sheti,2,1,25,1,2,2,,5,,16,,,5000,,0,0,0,1,0,0,2,,0,0,0,1,0,0,0,3,3,2,3,4,4,5,3,2,4,4,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,4,4,3,4,4,3,4,3,4,2,1.003289
41300,429,13691289600,13692029788,1,8,1,1,1,36,3,1,1,2,0,0,0,1,Sheti,2,1,36,3,1,2,,9,,15,Sheti,,8000,,0,0,0,0,0,1,2,,1,0,0,0,0,0,0,1,3,4,1,1,1,1,4,4,4,1,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,4,4,4,3,4,5,4,5,3,2,1.170504
41301,429,13691289600,13692030422,1,8,1,1,1,32,2,1,1,2,0,0,0,1,Painting,2,1,32,2,1,2,,6,,3,,,10000,,0,0,0,0,0,1,1,Chakka,0,0,1,0,0,0,0,3,2,2,4,4,4,2,4,3,3,4,5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,4,4,4,4,4,3,4,5,4,2,0.90296
41302,429,13691289600,13692030910,1,8,1,1,1,18,1,1,1,2,0,0,0,1,Painting,2,1,18,1,1,1,,8,,13,,,10000,,0,0,0,0,1,0,1,Chakka,0,1,0,0,0,0,0,4,2,3,3,4,4,4,4,2,4,4,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,3,4,4,4,5,4,4,4,3,2,1.003289
41303,429,13691289600,13692031596,1,8,1,2,1,40,3,1,1,2,0,0,0,1,Sheti,2,1,40,3,2,2,,1,,3,,,8000,,0,0,0,0,0,1,1,Chakka,0,0,0,1,0,0,0,4,2,3,3,3,3,2,1,1,1,4,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,4,4,3,4,4,3,4,4,4,2,1.003289
41304,429,13691289600,13692032543,1,8,1,1,1,60,5,1,1,2,0,0,0,1,Sheti,2,1,60,4,1,2,,1,,3,,,8000,,0,0,0,0,0,1,2,,0,0,0,0,1,0,0,4,4,4,5,4,3,4,5,5,4,4,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,4,4,3,5,4,4,3,4,3,2,0.90296
